OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:823+90-L,BR10:823+90-L,Great Lake,Dredge Area -02,04120103,,,,,42.8685210000,-78.8755420000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:831+00-C,BR10:831+00-C,Great Lake,Dredge Area -01,04120103,,,,,42.8670370000,-78.8739210000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:831+00-R,BR10:831+00-R,Great Lake,Dredge Area -01,04120103,,,,,42.8671650000,-78.8737190000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:836+00-L,BR10:836+00-L,Great Lake,Dredge Area -01,04120103,,,,,42.8658320000,-78.8732860000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:841+00-L,BR10:841+00-L,Great Lake,Dredge Area -01,04120103,,,,,42.8645490000,-78.8725580000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:856+90-C,BR10:856+90-C,Great Lake,CAP,04120103,,,,,42.8606470000,-78.8697700000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:856+90-CPT,BR10:856+90-CPT,Great Lake,CAP,04120103,,,,,42.8606630000,-78.8697590000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:859+00-C,BR10:859+00-C,Great Lake,CAP,04120103,,,,,42.8601870000,-78.8695500000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:859+00-CPT,BR10:859+00-CPT,Great Lake,CAP,04120103,,,,,42.8601960000,-78.8695540000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:862+00-C-SS,BR10:862+00-C-SS,Great Lake,CAP,04120103,,,,,42.8593480000,-78.8690730000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:862+00-C-VB,BR10:862+00-C-VB,Great Lake,CAP,04120103,,,,,42.8592920000,-78.8690830000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:865+00-CPT,BR10:865+00-CPT,Great Lake,CAP,04120103,,,,,42.8585790000,-78.8685350000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:865+00-C-SS,BR10:865+00-C-SS,Great Lake,CAP,04120103,,,,,42.8586130000,-78.8685280000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:865+00-C-VB,BR10:865+00-C-VB,Great Lake,CAP,04120103,,,,,42.8585420000,-78.8684970000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:868+20-CPT,BR10:868+20-CPT,Great Lake,CAP,04120103,,,,,42.8578420000,-78.8679480000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:868+20-C-SS,BR10:868+20-C-SS,Great Lake,CAP,04120103,,,,,42.8578170000,-78.8679500000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:868+20-C-VB,BR10:868+20-C-VB,Great Lake,CAP,04120103,,,,,42.8577570000,-78.8679120000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:870+50-C,BR10:870+50-C,Great Lake,CAP,04120103,,,,,42.8573430000,-78.8675240000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:870+50-CPT,BR10:870+50-CPT,Great Lake,CAP,04120103,,,,,42.8573280000,-78.8675480000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:873+40-CPT,BR10:873+40-CPT,Great Lake,CAP,04120103,,,,,42.8569760000,-78.8671590000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:873+40-C-SS,BR10:873+40-C-SS,Great Lake,CAP,04120103,,,,,42.8569810000,-78.8671520000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR10:873+40-C-VB,BR10:873+40-C-VB,Great Lake,CAP,04120103,,,,,42.8570370000,-78.8671780000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:109,BR:109,Great Lake,"Upstream, Left Bank",04120103,,,,,42.8600270000,-78.8312890000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:110,BR:110,Great Lake,"Upstream, Navigation Channel",04120103,,,,,42.8609960000,-78.8283630000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:111,BR:111,Great Lake,"Upstream, Left Bank",04120103,,,,,42.8602810000,-78.8249000000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:113,BR:113,Great Lake,"Lower Buffalo River, Left Bank",04120103,,,,,42.8780000000,-78.8888000000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:114,BR:114,Great Lake,Upstream,04120103,,,,,42.8657660000,-78.8165580000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:115,BR:115,Great Lake,Upstream,04120103,,,,,42.8477120000,-78.8076480000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:500+18-R,BR11:500+18-R,Great Lake,DMU-45d (Naval Park),04120103,,,,,42.8771500000,-78.8804320000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:501+30-R,BR11:501+30-R,Great Lake,DMU-45d (Naval Park),04120103,,,,,42.8768290000,-78.8801990000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:502+06-R,BR11:502+06-R,Great Lake,DMU-45d (Naval Park),04120103,,,,,42.8767740000,-78.8798200000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:508+70-C,BR11:508+70-C,Great Lake,DMU-45c (Toe of Kelly Island),04120103,,,,,42.8746370000,-78.8794170000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:551+07-R,BR11:551+07-R,Great Lake,DMU-44e (Deadman's Creek),04120103,,,,,42.8664480000,-78.8683760000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:551+08-R,BR11:551+08-R,Great Lake,DMU-44e (Deadman's Creek),04120103,,,,,42.8663890000,-78.8682700000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:551+60-R,BR11:551+60-R,Great Lake,DMU-44e (Deadman's Creek),04120103,,,,,42.8664980000,-78.8681210000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:551+68-R,BR11:551+68-R,Great Lake,DMU-44e (Deadman's Creek),04120103,,,,,42.8664440000,-78.8680690000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:116,BR:116,Great Lake,Upstream,04120103,,,,,42.8624200000,-78.8243650000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:641+36-L,BR11:641+36-L,Great Lake,DMU-38 (National Grid Tower),04120103,,,,,42.8561810000,-78.8545460000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:641+67-L,BR11:641+67-L,Great Lake,DMU-38 (National Grid Tower),04120103,,,,,42.8562010000,-78.8544430000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:117,BR:117,Great Lake,River Mouth,,,,,,42.8796680000,-78.8886000000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:729+14-L,BR11:729+14-L,Great Lake,DMU-10 (NFTA Abandon Bridge),04120103,,,,,42.8614120000,-78.8448920000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:729+38-C,BR11:729+38-C,Great Lake,DMU-10 (NFTA Abandon Bridge),04120103,,,,,42.8615290000,-78.8451040000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:729+38-R,BR11:729+38-R,Great Lake,DMU-10 (NFTA Abandon Bridge),04120103,,,,,42.8615670000,-78.8452270000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:747+65-R2,BR11:747+65-R2,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8637500000,-78.8395470000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:747+84-R,BR11:747+84-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8637740000,-78.8394920000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:747+85-R,BR11:747+85-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8638800000,-78.8394500000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+00-C,BR11:748+00-C,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636460000,-78.8395520000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+02-R,BR11:748+02-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8637220000,-78.8394490000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+05-C1,BR11:748+05-C1,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8635570000,-78.8395070000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+05-C2,BR11:748+05-C2,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8635550000,-78.8395440000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+05-R,BR11:748+05-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8638050000,-78.8393820000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+45-C,BR11:748+45-C,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8635810000,-78.8393690000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+60-C1,BR11:748+60-C1,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8634820000,-78.8393430000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+60-R,BR11:748+60-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8637580000,-78.8391880000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+65-R,BR11:748+65-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636470000,-78.8392980000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:748+70-R,BR11:748+70-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8637060000,-78.8392010000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:749+20-R,BR11:749+20-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636530000,-78.8390430000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:749+38-R,BR11:749+38-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636060000,-78.8389790000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:749+40-R,BR11:749+40-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636720000,-78.8389300000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:749+50-C,BR11:749+50-C,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8634480000,-78.8390330000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:749+75-R,BR11:749+75-R,Great Lake,DMU-08b (TSCA Hot Spot Area),04120103,,,,,42.8636380000,-78.8388380000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:799+09-C,BR11:799+09-C,Great Lake,DMU-45c (Toe of Kelly Island),04120103,,,,,42.8745620000,-78.8797860000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:799+10-C,BR11:799+10-C,Great Lake,DMU-45c (Toe of Kelly Island),04120103,,,,,42.8744880000,-78.8800010000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:118,BR:118,Great Lake,River Mouth,,,,,,42.8823330000,-78.8903830000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:800+30-R,BR11:800+30-R,Great Lake,DMU-45c (Toe of Kelly Island),04120103,,,,,42.8742720000,-78.8799150000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:119,BR:119,Great Lake,River Mouth,,,,,,42.8813000000,-78.8906170000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:BMS-1,BR11:BMS-1,Great Lake,BMS-1 (Bidco),04120103,,,,,42.8616030000,-78.8599900000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:BMS-2,BR11:BMS-2,Great Lake,BMS-2 (Bidco),04120103,,,,,42.8612280000,-78.8600920000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR11:BMS-3,BR11:BMS-3,Great Lake,BMS-3 (Bidco),04120103,,,,,42.8608280000,-78.8601160000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:120,BR:120,Great Lake,River Mouth,,,,,,42.8809500000,-78.8897000000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:121,BR:121,Great Lake,River Mouth,,,,,,42.8788280000,-78.8900970000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:122,BR:122,Great Lake,River Mouth,,,,,,42.8778420000,-78.8906700000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:123,BR:123,Great Lake,River Mouth,,,,,,42.8798000000,-78.8914670000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR:124,BR:124,Great Lake,River Mouth,,,,,,42.8832330000,-78.8909670000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-500+18R,BR14:14-500+18R,Great Lake,DMU-45d,04120103,,,,,42.8771300000,-78.8804120000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-501+30R,BR14:14-501+30R,Great Lake,DMU-45d,04120103,,,,,42.8768030000,-78.8801970000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-502+06R,BR14:14-502+06R,Great Lake,DMU-45d,04120103,,,,,42.8767930000,-78.8798450000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-508+70C,BR14:14-508+70C,Great Lake,DMU-45c,04120103,,,,,42.8746020000,-78.8794000000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-641+36L,BR14:14-641+36L,Great Lake,DMU-38,04120103,,,,,42.8562070000,-78.8545480000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-641+67L,BR14:14-641+67L,Great Lake,DMU-38,04120103,,,,,42.8562150000,-78.8544480000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-729+14L,BR14:14-729+14L,Great Lake,DMU-10,04120103,,,,,42.8614030000,-78.8449170000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-729+38C,BR14:14-729+38C,Great Lake,DMU-10,04120103,,,,,42.8615370000,-78.8450920000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-729+38R,BR14:14-729+38R,Great Lake,DMU-10,04120103,,,,,42.8615320000,-78.8452220000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-799+09C,BR14:14-799+09C,Great Lake,DMU-45c,04120103,,,,,42.8745780000,-78.8797520000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-799+10C,BR14:14-799+10C,Great Lake,DMU-45c,04120103,,,,,42.8744580000,-78.8799730000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-800+30R,BR14:14-800+30R,Great Lake,DMU-45c,04120103,,,,,42.8742530000,-78.8799150000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-BMS-1,BR14:14-BMS-1,Great Lake,Bidco,04120103,,,,,42.8616050000,-78.8599680000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-BMS-2,BR14:14-BMS-2,Great Lake,Bidco,04120103,,,,,42.8612150000,-78.8601120000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BR14:14-BMS-3,BR14:14-BMS-3,Great Lake,Bidco,04120103,,,,,42.8608380000,-78.8601280000,,0.1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-01,BRB11:SED-01,Great Lake,"Station 01, Composite",04120103,,,,,42.8589294000,-78.8687424000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-02,BRB11:SED-02,Great Lake,"Station 02, Composite",04120103,,,,,42.8631397143,-78.8714860000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-02A,BRB11:SED-02A,Great Lake,"Station 02, Grab Sample A Location",04120103,,,,,42.8614740000,-78.8702120000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-03,BRB11:SED-03,Great Lake,"Station 03, Composite",04120103,,,,,42.8658068333,-78.8730868333,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-04,BRB11:SED-04,Great Lake,"Station 04, Composite",04120103,,,,,42.8683248000,-78.8751078000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-04B,BRB11:SED-04B,Great Lake,"Station 04, Grab Sample B Location",04120103,,,,,42.8682750000,-78.8750170000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-BRB11:SED-05,BRB11:SED-05,Great Lake,"Station 05, Composite",04120103,,,,,42.8715234000,-78.8780294000,,1,m,GPS-Unspecified,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
